,employee_id,age,gender,marital_status,city,education_level,years_experience,weekly_hours,department,bonus_percentage,performance_score,overtime_hours,monthly_income,income_class
662,663,35,Male,Married,Jakarta,SMA,6,,,,82.7,23.8,7058,Low
663,664,31,Female,Married,Surabaya,S1,6,37.2,Finance,,79.3,13.4,6108,Low
664,665,29,Male,Married,Bandung,SMA,12,45.9,Marketing,10.1,80,8.9,11193,High
665,666,36,Female,Married,Surabaya,D3,3,50.6,Sales,11.1,82.8,6.5,7308,Low
666,667,33,Female,Married,Bandung,S1,9,32.8,Finance,7.8,57.2,10.5,8179,Low
667,668,47,Female,Single,Bandung,S1,12,30.4,Marketing,,75,3.9,8715,Low
668,669,14,Female,Married,Surabaya,SMA,16,38.8,Finance,9.6,78.1,18.9,12318,High
669,670,,Male,Married,Surabaya,D3,13,32.4,HR,,79.2,12.2,9585,High
670,671,45,Male,Married,Bandung,D3,6,40.2,HR,9.9,73.3,9.6,6998,Low
671,672,,Male,Single,Bandung,S1,16,43.7,IT,8.8,76.6,15.2,11589,High
672,673,32,Female,Single,Bandung,S1,,47.5,Marketing,8.6,67.8,6.4,7784,Low
673,674,32,Other,Single,Surabaya,SMA,4,,IT,,57.3,4.2,6664,Low
674,675,24,Male,Married,Jakarta,S1,9,39,Marketing,4.5,84.8,9.3,9010,Low
675,676,29,Male,Single,Surabaya,S1,17,30.1,Finance,,63.7,10.6,12807,High
676,677,26,Male,Single,Jakarta,S1,11,40.1,Marketing,,73.4,12.7,9562,High
677,678,49,Female,Married,Jakarta,S1,10,40.4,HR,6.7,67.5,2.6,8820,Low
678,679,42,Female,Single,Surabaya,D3,18,43.2,Finance,,90.9,7.7,11910,High
679,680,45,Female,Divorced,Jakarta,SMA,,36.5,HR,,74.2,5.4,5106,Low
680,681,41,Female,Married,Bandung,S1,4,37.8,Finance,8.2,71.9,4.1,6143,Low
681,682,26,Female,Divorced,Surabaya,S1,2,32.6,Marketing,6,82.5,13.6,2441,Low
682,683,31,Male,Single,Jakarta,S1,12,28.5,Marketing,10.4,96.6,14.8,9923,High
683,684,39,Male,Single,Bandung,D3,11,,HR,,79.1,4.3,8234,Low
684,685,,Female,Single,Jakarta,S2,18,32.1,Sales,8.8,71.2,8.4,12019,High
685,686,41,Female,Married,Jakarta,S1,11,41.7,Marketing,9.8,82,10.1,10266,High
686,687,33,Male,Single,Bandung,SMA,8,37.4,Sales,,59.3,,7734,Low
687,688,32,Male,Single,Bandung,D3,10,37.3,Finance,,75.5,17.6,10134,High
688,689,41,Female,Divorced,Surabaya,S1,11,35.1,Sales,,94.9,10.8,9637,High
689,690,39,Male,Single,Jakarta,S1,2,23.8,HR,10.3,76.6,8.7,3235,Low
690,691,32,Female,Married,Surabaya,D3,24,47.5,IT,14.5,76.1,2.8,13634,High
691,692,44,Female,Married,Surabaya,S1,13,35,IT,9.9,75.2,10.5,10996,High
692,693,26,Male,Single,Jakarta,SMA,11,37.9,HR,1.8,71,20.4,8114,Low
693,694,40,Female,Married,Jakarta,D3,13,32.7,IT,11.2,78.1,16.5,10624,High
694,695,40,Male,Married,Surabaya,S1,14,44.9,HR,,82.8,10.9,11976,High
695,696,33,Male,Single,Bandung,S1,9,40.7,Marketing,,71.7,11.5,8373,Low
696,697,38,Male,Single,Surabaya,S1,7,35.9,Sales,5,50.1,6.6,8040,Low
697,698,25,Female,Married,Jakarta,S1,13,38,IT,,79.7,8.2,10825,High
698,699,42,Female,Single,Bandung,SMA,12,48.4,Marketing,7.8,96.3,,11167,High
699,700,34,Male,Married,Surabaya,S1,6,39.6,IT,,71.2,10.8,5247,Low
700,701,31,Female,Married,Jakarta,D3,17,39.1,Finance,9.9,60.3,15.1,12449,High
701,702,43,Male,Single,Bandung,SMA,11,35.3,HR,,81.8,,7786,Low
702,703,29,Female,Divorced,Bandung,SMA,14,,HR,,92.4,12.6,8957,Low
703,704,24,Female,Single,Bandung,D3,,39.2,,,80.3,5,12059,High
704,705,23,Female,Single,Jakarta,SMA,10,41.6,Finance,6.4,92.2,5.2,10626,High
705,706,40,Male,Married,Surabaya,D3,12,45.5,Sales,8.5,82.9,5.6,10915,High
706,707,25,Male,Single,Jakarta,SMA,14,28.8,Finance,11.3,82.1,,10307,High
707,708,49,Male,Married,Jakarta,SMA,6,,Finance,,69.8,0.1,7208,Low
708,709,18,Male,Divorced,Bandung,S1,10,37.1,,9.8,77.9,10,7835,Low
709,710,49,Female,Single,Surabaya,D3,11,40,Sales,,74.7,17,7922,Low
710,711,37,Male,Single,Bandung,D3,5,39.3,Finance,12.2,74.4,13.3,4674,Low
711,712,34,Male,Single,Jakarta,S1,22,39.4,IT,,72.5,8.2,15170,High
712,713,,Male,Married,Bandung,S1,3,,IT,9.5,77.3,6.5,6691,Low
713,714,38,Female,Single,Jakarta,S1,4,35.5,Finance,10.7,62,14,6461,Low
714,715,35,Female,Single,Jakarta,D3,17,44.7,IT,8.7,83.1,11.5,12136,High
715,716,44,Male,Married,Jakarta,S1,14,42.2,Sales,,66.2,8.8,12572,High
716,717,36,Male,Married,Bandung,SMA,5,38.4,Sales,9.7,72.5,7.1,8383,Low
717,718,36,Female,Single,Surabaya,SMA,13,48,IT,,78.3,10.4,11908,High
718,719,32,Male,Divorced,Bandung,D3,17,47.8,,10.5,65.7,8.5,14765,High
719,720,35,Female,Single,Jakarta,S1,10,44.7,HR,9.9,55.3,13.9,10340,High
720,721,37,Female,Married,Bandung,SMA,23,24.9,Sales,18.8,71.2,16.2,13761,High
721,722,21,Male,Single,Jakarta,SMA,1,47.9,,,60.7,3.2,4625,Low
722,723,24,Male,Married,Surabaya,SMA,13,44,Marketing,8,82.1,3.9,9284,High
723,724,,Male,Single,Surabaya,S1,16,50,IT,12.1,63.5,16.7,12558,High
724,725,36,Female,Single,Jakarta,S1,14,46.2,IT,,89.9,10.8,11382,High
725,726,34,Female,Single,Surabaya,SMA,9,47.9,Sales,9.1,74.9,4.3,9074,Low
726,727,35,Male,Divorced,Jakarta,S1,9,44.4,Sales,,75.6,14.9,8827,Low
727,728,38,Male,Single,Bandung,S1,12,46.7,Marketing,,55.2,11.7,8381,Low
728,729,,Female,Single,Bandung,S1,14,50,Marketing,11.5,76.4,21,12776,High
729,730,29,Male,Married,Surabaya,SMA,13,41.1,Finance,,74.2,8.8,11503,High
730,731,37,Male,Single,Surabaya,S1,15,32.1,HR,,62,15.5,11085,High
731,732,27,Female,Married,Jakarta,D3,,38.5,Finance,4.4,75.9,2.8,5177,Low
732,733,38,Female,Married,Surabaya,S1,9,41.9,IT,7.9,71,17,9062,Low
733,734,98,Male,Single,Surabaya,SMA,,40.4,Sales,9.5,72.8,,6560,Low
734,735,43,Male,Married,Surabaya,D3,8,33.8,Finance,,75.3,18,7851,Low
735,736,-10,Female,Single,Jakarta,D3,15,31.8,Sales,4.8,70.3,15.6,12236,High
736,737,37,Male,Married,Bandung,S1,11,36.3,Sales,,77.5,9.5,8951,Low
737,738,43,Female,Married,Jakarta,SMA,23,44,Finance,12.1,74.1,4.1,16085,High
738,739,48,Female,Married,Jakarta,S1,11,47.9,Finance,,79.7,7,9426,High
739,740,43,Male,Single,Surabaya,SMA,10,44.6,Marketing,,69.7,1.2,10380,High
740,741,20,Female,Single,Bandung,S1,11,,HR,,64.4,5.4,10731,High
741,742,25,Male,Married,Jakarta,S1,7,39.6,Marketing,11.9,67.9,12.1,7676,Low
742,743,30,Female,Married,Surabaya,S1,10,31.3,HR,13.7,89.4,9.8,7076,Low
743,744,35,Female,Single,Jakarta,S1,16,37.7,Finance,8.9,84.6,8.9,11089,High
744,745,39,Female,Single,Surabaya,S1,11,38.7,HR,,87.1,6,7539,Low
745,746,29,Female,Divorced,Bandung,D3,6,37.5,IT,,87.8,,6056,Low
746,747,36,Male,Married,Bandung,S1,5,40.3,Marketing,7,70.3,10.9,7237,Low
747,748,29,Male,Married,Surabaya,SMA,8,42.2,Marketing,,78,11.9,8616,Low
748,749,30,Male,Married,Jakarta,S1,10,44.3,Marketing,9.1,75.8,5,9586,High
749,750,24,Female,Single,Jakarta,S1,16,38.6,Sales,9,81.6,7.3,13345,High
750,751,28,Female,Married,Bandung,D3,3,30.5,Sales,10.4,72.1,17.7,4853,Low
751,752,24,Male,Married,Jakarta,D3,8,37.6,Finance,,75.9,15.8,7181,Low
752,753,,Female,Single,Surabaya,D3,11,40.2,Finance,,75.7,2.6,8822,Low
753,754,43,Male,Married,Surabaya,S1,1,46.1,Sales,,80.3,9.6,4880,Low
754,755,27,Female,Married,Surabaya,S2,6,37.2,Marketing,,81.6,17.3,6266,Low
755,756,56,Male,Divorced,Bandung,S1,7,42.6,Sales,12.8,75.9,8.9,8709,Low
756,757,,Female,Single,Bandung,S1,6,,HR,9.4,76.2,8.7,7566,Low
757,758,36,Male,Married,Bandung,S2,11,40.2,Marketing,,77.3,15.5,9202,High
758,759,,Male,Single,Surabaya,SMA,9,44.7,Sales,,91.5,14.9,8684,Low
759,760,41,Male,Married,Bandung,SMA,7,110.1,Finance,,57.7,14.7,15212,High
760,761,,Male,Single,Surabaya,S1,12,37.1,Sales,,65.3,8.7,10723,High
761,762,36,Male,Married,Jakarta,S1,19,39.9,IT,7.4,81.7,13.3,11651,High
762,763,55,Male,Single,Bandung,S1,18,36.8,Sales,,77.7,17.5,12509,High
763,764,34,Male,Married,Jakarta,D3,0,42.5,Marketing,,77.6,9.8,4345,Low
764,765,44,Female,Married,Jakarta,SMA,13,36.4,Sales,,81.7,8,10692,High
765,766,29,Female,Married,Bandung,D3,9,41.1,Finance,13,77.1,16.2,8726,Low
766,767,35,Female,Single,Bandung,SMA,11,39.5,HR,,69.4,20.2,9857,High
767,768,49,Female,Single,Jakarta,SMA,,41.1,,,81.3,20.6,7871,Low
768,769,30,Male,Married,Jakarta,S1,11,37.7,Marketing,8.2,75.2,8.1,8464,Low
769,770,49,Female,Married,Jakarta,SMA,11,38.3,Finance,,70.5,8.6,10115,High
770,771,41,Male,Single,Surabaya,S1,7,40.5,IT,5.2,81.9,4.9,8364,Low
771,772,31,Male,Married,Jakarta,D3,6,41,Sales,,81.5,10.6,7753,Low
772,773,40,Male,Single,Surabaya,S1,8,40,IT,6.6,77.1,4.6,8828,Low
773,774,43,Male,Married,Bandung,SMA,,48.5,HR,12.2,92.2,7.4,9381,High
774,775,40,Male,Single,Jakarta,D3,13,35,IT,7,88.3,13.5,9497,High
775,776,22,Male,Single,Bandung,SMA,14,39.7,IT,,85,11.9,12088,High
776,777,29,Male,Divorced,Jakarta,S2,8,32.1,Sales,16.6,100.7,0.9,7569,Low
777,778,33,Male,Married,Bandung,S1,11,41.9,Sales,,73.5,17.9,9742,High
778,779,34,Female,Married,Jakarta,D3,15,34.4,Marketing,,70.4,,10690,High
779,780,40,Female,Single,Surabaya,SMA,16,38.6,Sales,,83.6,5.2,13129,High
780,781,36,Female,Single,Bandung,S2,10,38.1,IT,,72.5,3.8,7044,Low
781,782,24,Male,Married,Bandung,D3,9,41.4,HR,,75.1,6.7,8935,Low
782,783,38,Male,Single,Jakarta,SMA,11,37.2,Sales,8.3,65.1,,9157,High
783,784,40,Female,Single,Surabaya,S1,4,37,Marketing,16,81.1,5.6,4450,Low
784,785,39,Male,Single,Surabaya,S2,9,47.2,Marketing,,60.3,2.3,10835,High
785,786,44,Female,Single,Surabaya,SMA,14,41.4,IT,,74,10.6,8452,Low
786,787,42,Female,Single,Jakarta,SMA,13,37.2,Sales,,74.8,11.2,10341,High
787,788,39,Male,Married,Bandung,S2,9,38.7,Sales,6.4,70.6,21.2,8903,Low
788,789,34,Male,Married,Jakarta,SMA,11,48.2,Marketing,14.8,57.4,12.4,9348,High
789,790,22,Female,Married,Surabaya,SMA,6,38.8,Sales,8,57.4,7.5,7160,Low
790,791,38,Male,Single,Surabaya,S1,14,36.6,IT,11.5,67.5,4,10431,High
791,792,37,Male,Married,Bandung,S1,10,36.6,,8.6,80.4,9.5,9646,High
792,793,,Female,Single,Jakarta,D3,9,37.3,IT,8.2,77.9,12.2,11739,High
793,794,25,Female,Single,Jakarta,S2,8,37,Sales,4.3,74.8,7.5,8041,Low
794,795,26,Female,Single,Surabaya,S1,10,33.6,IT,11.8,66.2,10.3,8964,Low
795,796,43,Male,Married,Bandung,SMA,8,34.4,Finance,,78.4,19.5,6463,Low
796,797,35,Female,Married,Bandung,S2,,35.9,Finance,,57,8.1,10300,High
797,798,40,Male,Single,Surabaya,D3,8,128.9,Sales,,51,0.6,16514,High
798,799,,Male,Divorced,Jakarta,SMA,18,38.1,Sales,,72.6,14.4,13588,High
799,800,35,Female,Married,Jakarta,S1,17,39,HR,5.1,69.5,11.6,10970,High
800,801,43,Male,Single,Bandung,D3,6,46.4,IT,13.7,85.1,,6562,Low
801,802,31,Female,Single,Bandung,SMA,10,46.5,HR,7.3,76.6,12.1,10828,High
802,803,36,Other,Divorced,Surabaya,SMA,7,38.6,Sales,,91.5,,7569,Low
803,804,31,Female,Single,Bandung,D3,8,36.8,Sales,10.7,69.5,12.2,9008,Low
804,805,32,Female,Married,Jakarta,S1,20,35.7,Marketing,6.9,79.9,19.5,13932,High
805,806,33,Female,Divorced,Jakarta,S1,8,43.5,HR,7.9,72.5,9.1,8856,Low
806,807,37,Female,Married,Bandung,S2,12,39,Sales,11.1,88.8,15.4,9588,High
807,808,31,Female,Married,Surabaya,SMA,13,38.1,Finance,2.7,73,3.9,10113,High
808,809,45,Male,Married,Jakarta,SMA,5,35.9,Marketing,14.9,83.5,2.4,7058,Low
809,810,28,Female,Married,Jakarta,SMA,6,,IT,10.1,64.2,20.1,6472,Low
810,811,34,Male,Married,Surabaya,SMA,,41.6,Marketing,6.1,70.8,,7344,Low
811,812,31,Female,Single,Bandung,SMA,6,33.4,IT,6.9,74.2,13.2,6232,Low
812,813,47,Female,Married,Jakarta,S1,4,45,Finance,13,87.6,15.8,5318,Low
813,814,37,Female,Divorced,Jakarta,S2,,37.3,,,53,7.4,8962,Low
814,815,,Female,Married,Surabaya,S2,,39.3,HR,,71.7,14.1,13753,High
815,816,23,Female,Married,Bandung,SMA,11,33.3,,,71.3,13.4,9747,High
816,817,37,Female,Married,Surabaya,S1,3,39.9,IT,,54.2,3.5,4829,Low
817,818,42,Female,Married,Surabaya,D3,7,38.4,Marketing,,70.4,17.6,8068,Low
818,819,36,Male,Single,Bandung,SMA,8,,Finance,12.1,59.6,16.5,8076,Low
819,820,44,Male,Married,Jakarta,S1,5,47.4,IT,13.4,51.7,,7842,Low
820,821,31,Male,Divorced,Surabaya,S1,14,40.9,HR,7.8,72.4,11,10799,High
821,822,46,Female,Single,Jakarta,SMA,14,,Marketing,,72,8.8,10786,High
822,823,53,Male,Divorced,Jakarta,D3,4,36.4,Finance,8.2,72.6,17.1,6583,Low
823,824,,Male,Divorced,Jakarta,SMA,14,43,Finance,,77.5,2.9,11280,High
824,825,,Male,Divorced,Jakarta,S1,18,46.5,Sales,12.1,66.2,28,13124,High
825,826,47,Male,Married,Surabaya,D3,20,41.4,HR,,92.9,,12323,High
826,827,48,Male,Single,Bandung,S2,24,43.4,Marketing,,74.7,13.7,16886,High
827,828,31,Male,Married,Jakarta,SMA,5,43,Marketing,,87.9,16.9,6033,Low
828,829,32,Male,Single,Jakarta,D3,24,47.1,HR,9.1,58.2,9,16189,High
829,830,33,Female,Single,Jakarta,D3,,30.3,Finance,,66.7,9.4,5954,Low
830,831,,Male,Divorced,Bandung,S1,7,43.3,,,81.9,,7604,Low
831,832,,Female,Married,Jakarta,D3,12,,HR,,72.7,,12589,High
832,833,27,Female,Single,Bandung,S1,7,,Marketing,6.5,64.3,11.4,7183,Low
833,834,,Male,Single,Surabaya,S1,12,35.6,HR,6.9,56.6,9.3,8913,Low
834,835,35,Male,Married,Bandung,S2,3,35.7,Finance,12.8,82.3,7.5,4618,Low
835,836,,Female,Married,Jakarta,S1,9,36.4,Sales,8.2,81.5,7.7,6697,Low
836,837,47,Male,Married,Surabaya,S1,16,37.6,Sales,8.5,77.4,12.9,10629,High
837,838,27,Female,Single,Bandung,S1,10,41.2,IT,12.9,70,,7832,Low
838,839,43,Male,Married,Jakarta,S1,11,44.3,IT,,63.9,8.8,10203,High
839,840,33,Female,Single,Surabaya,D3,,45.4,Finance,10.8,74.5,14.5,10987,High
840,841,35,Other,Single,Surabaya,D3,16,35.8,IT,10.1,61.8,11.2,11659,High
841,842,40,Female,Married,Bandung,D3,2,35.8,Sales,,67.5,4.8,4947,Low
842,843,26,Female,Married,Jakarta,D3,,46.6,Finance,8.4,87.6,9.9,10392,High
843,844,38,Female,Married,Bandung,SMA,9,43.2,Finance,8.3,56.5,12.2,7675,Low
844,845,36,Female,Married,Surabaya,S2,11,,Finance,6.8,81.8,14.9,8387,Low
845,846,39,Female,Married,Surabaya,D3,15,42.4,HR,11.4,89.9,6.2,10538,High
846,847,37,Male,Divorced,Jakarta,SMA,4,,IT,8,83.2,,14314,High
847,848,55,Male,Married,Surabaya,S1,5,42.6,Marketing,,79,6.5,8776,Low
848,849,30,Male,Married,Jakarta,SMA,0,38.3,Sales,9.3,70.4,6.8,2785,Low
849,850,31,Other,Single,Bandung,SMA,7,41.3,IT,6.8,68.5,12,7292,Low
850,851,,Male,Married,Surabaya,SMA,17,32.4,Sales,9.3,52.5,13,11948,High
851,852,31,Male,Divorced,Surabaya,D3,9,36.6,IT,,75.4,15.3,7877,Low
852,853,30,Female,Single,Jakarta,D3,3,,Marketing,,71,9.5,5494,Low
853,854,45,Male,Married,Jakarta,S1,8,38.1,,,68,3,7237,Low
854,855,,Female,Single,Bandung,S1,3,35.4,,,74.8,13.3,4356,Low
855,856,,Female,Single,Jakarta,D3,4,37.3,Sales,,75.6,10.8,5551,Low
856,857,28,Female,Married,Surabaya,D3,12,32.4,HR,11.5,68.6,10.3,9569,High
857,858,39,Female,Single,Bandung,D3,4,42.7,HR,,91.1,3.6,7557,Low
858,859,,Female,Single,Bandung,S1,16,39.6,Sales,,82.3,9,12335,High
859,860,40,Female,Married,Bandung,SMA,10,,Sales,,84,4,7895,Low
860,861,37,Male,Married,Jakarta,SMA,10,35.8,,13,74,12.4,9413,High
861,862,23,Male,Married,Jakarta,S1,9,41.7,Finance,14.6,80.1,7.9,9668,High
862,863,47,Male,Divorced,Surabaya,D3,14,37.3,Sales,14.6,66,7.4,10425,High
863,864,49,Female,Married,Bandung,SMA,14,36.5,IT,,81.7,2.3,10506,High
864,865,30,Female,Married,Bandung,SMA,12,39.6,IT,12.9,73,15.1,9536,High
865,866,32,Male,Married,Bandung,S2,13,41.7,IT,,64.8,,11493,High
866,867,37,Female,Married,Surabaya,S1,9,32.8,HR,7.5,74.8,10.4,7856,Low
867,868,38,Female,Single,Jakarta,S1,13,42.8,Marketing,8.9,72.1,6.3,9370,High
868,869,118,Male,Single,Bandung,D3,8,36,HR,,98.2,1.7,8006,Low
869,870,51,Male,Divorced,Jakarta,S1,10,39.9,IT,14,79.4,7.3,10481,High
870,871,34,Female,Single,Jakarta,S2,9,,Sales,,90.8,8.1,10051,High
871,872,29,Female,Single,Jakarta,S2,8,37.4,IT,,86.3,11.5,7257,Low
872,873,24,Male,Married,Jakarta,SMA,7,34.9,Sales,,75.4,8.2,6292,Low
873,874,29,Female,Divorced,Jakarta,S1,12,38.6,Marketing,,70.6,6.4,11755,High
874,875,35,Male,Single,Surabaya,SMA,17,48.1,Finance,8.5,57.6,2.5,14879,High
875,876,49,Female,Married,Jakarta,SMA,16,33.2,Sales,6.1,66.3,10.2,11786,High
876,877,31,Male,Single,Bandung,S1,4,48.5,HR,,81.6,6,5134,Low
877,878,37,Female,Married,Bandung,D3,16,38.7,IT,13.3,72,16.6,11264,High
878,879,35,Female,Married,Bandung,S2,8,40.2,IT,10.6,78.8,,6924,Low
879,880,45,Female,Single,Surabaya,SMA,13,34.6,IT,,54.7,12.8,11769,High
880,881,55,Female,Divorced,Jakarta,S1,5,36.1,Sales,11.3,79.5,8.8,4589,Low
881,882,31,Male,Married,Bandung,S2,11,,Marketing,10.6,86,11,11052,High
882,883,31,Female,Single,Bandung,S2,12,34.8,Sales,,57.2,5.5,9372,High
883,884,43,Male,Single,Bandung,SMA,3,39,HR,8.8,78.7,4.1,4198,Low
884,885,40,Male,Single,Jakarta,D3,13,38,IT,15.9,88.4,10.1,11283,High
885,886,50,Female,Married,Bandung,S1,17,49.3,Sales,18,91.8,12.9,14055,High
886,887,40,Male,Single,Jakarta,SMA,9,34.2,IT,14.7,70,0.3,6651,Low
887,888,32,Male,Single,Bandung,S2,17,40.5,HR,11.4,82.8,7.5,12526,High
888,889,40,Female,Married,Bandung,S2,9,41.2,Finance,9,89.3,,9999,High
889,890,44,Female,Single,Jakarta,SMA,14,34.6,Finance,7.6,79,12.4,10055,High
890,891,42,Female,Single,Bandung,SMA,1,43.4,Finance,7.8,87.9,17.7,6523,Low
891,892,39,Female,Married,Surabaya,SMA,22,38,IT,8.3,74.6,6.8,14056,High
892,893,44,Other,Single,Jakarta,S2,17,27.5,Sales,,78.9,7.7,9632,High
893,894,44,Female,Married,Bandung,SMA,9,43.3,IT,,68.8,14.8,8875,Low
894,895,46,Female,Divorced,Surabaya,D3,0,34.4,Marketing,12.2,73.4,13.1,1981,Low
895,896,40,Male,Married,Surabaya,D3,11,34.8,Sales,7.1,79.3,9.5,9101,High
896,897,34,Female,Married,Jakarta,S1,3,43.4,HR,,68,,5849,Low
897,898,36,Male,Married,Bandung,SMA,12,38.3,Finance,,72.8,15.8,9067,Low
898,899,45,Female,Married,Jakarta,SMA,12,44.6,Sales,3.5,82.6,22.6,12338,High
899,900,28,Female,Single,Surabaya,S2,5,46.1,Sales,,95.5,2.1,7101,Low
900,901,38,Male,Single,Surabaya,S2,16,36.8,,7.5,54.5,17,12542,High
901,902,32,Female,Married,Jakarta,S1,14,44,HR,7.6,94.8,7.7,12325,High
902,903,35,Female,Single,Jakarta,SMA,15,36.2,IT,9.2,72.4,8.3,12883,High
903,904,45,Female,Married,Bandung,D3,10,51.2,,,84.6,11.3,8907,Low
904,905,37,Male,Married,Surabaya,S1,3,36.5,Sales,,86.6,4,3396,Low
905,906,35,Female,Single,Jakarta,SMA,15,45.1,Finance,9.8,90.6,9.8,13737,High
906,907,24,Male,Married,Surabaya,S2,9,44.2,Marketing,4.4,67.7,1.9,9503,High
907,908,41,Female,Married,Jakarta,S1,3,41.6,HR,14.6,72.7,12.4,5784,Low
908,909,40,Male,Single,Bandung,SMA,17,36.6,IT,7,74.5,21.2,12031,High
909,910,52,Male,Married,Surabaya,S2,20,39.2,HR,7.1,71.4,6.8,13614,High
910,911,,Male,Single,Bandung,S2,10,29.2,HR,9,88.2,9.2,8784,Low
911,912,37,Male,Married,Bandung,SMA,21,41.1,HR,9.7,74.2,,13168,High
912,913,37,Female,Married,Surabaya,S1,10,41.7,Finance,14.4,58.8,14.9,9652,High
913,914,48,Male,Married,Jakarta,D3,8,40.7,Finance,10.8,68.7,12,9098,High
914,915,34,Female,Single,Bandung,D3,7,25.1,Finance,11.7,59.2,14.6,6757,Low
915,916,37,Other,Single,Bandung,SMA,18,33.7,Sales,10.8,72.7,7.5,12296,High
916,917,40,Female,Divorced,Surabaya,S1,6,36.3,Finance,10.7,81.7,12.2,6623,Low
917,918,,Male,Married,Surabaya,S2,14,41.5,Sales,10.9,68.5,6.8,12432,High
918,919,31,Female,Married,Surabaya,S1,7,41.4,IT,,71,,8227,Low
919,920,37,Male,Divorced,Bandung,SMA,8,39.1,IT,9.3,72.3,3.9,9670,High
920,921,44,Male,Married,Jakarta,S1,15,,IT,13.5,76.4,8.4,10075,High
921,922,27,Female,Single,Jakarta,D3,8,34.9,IT,,80.2,,8394,Low
922,923,36,Male,Married,Surabaya,S1,8,43.1,IT,,83.1,2.3,7494,Low
923,924,29,Female,Divorced,Bandung,D3,16,42.4,Finance,,97.6,15.4,12164,High
924,925,45,Male,Single,Bandung,SMA,18,41.9,Marketing,,76.2,,14565,High
925,926,,Male,Married,Bandung,SMA,13,39.1,Finance,,82.4,17.3,9407,High
926,927,31,Male,Divorced,Surabaya,S1,7,49.2,Marketing,,59.1,5.5,10531,High
927,928,38,Female,Single,Bandung,SMA,7,42.5,Finance,,71.2,,8852,Low
928,929,48,Male,Single,Bandung,S1,10,35.2,IT,5.8,72.3,9.9,9095,High
929,930,34,Male,Married,Jakarta,SMA,12,41.2,HR,9,64.8,12.9,9192,High
930,931,31,Female,Single,Surabaya,D3,5,43.8,Marketing,9.9,69.6,13.4,6697,Low
931,932,50,Female,Married,Surabaya,D3,14,37.1,HR,,73.9,4.3,10348,High
932,933,23,Female,Married,Surabaya,S2,10,45.4,IT,,70,1.9,8312,Low
933,934,,Male,Single,Bandung,S2,,41.9,Marketing,12,101,8.4,5785,Low
934,935,39,Male,Married,Bandung,SMA,5,28.3,,10.1,80.1,12.6,4924,Low
935,936,31,Female,Single,Jakarta,D3,7,,Finance,10.8,95,12.3,7474,Low
936,937,27,Female,Single,Surabaya,SMA,10,38,IT,12.9,89.9,,8672,Low
937,938,41,Female,Single,Bandung,S1,19,42.7,,6.2,68.6,8.1,13554,High
938,939,37,Female,Married,Jakarta,D3,11,44.7,Finance,12.4,75.4,0.8,10503,High
939,940,30,Male,Single,Bandung,S2,6,41,IT,8.3,70.7,16,6475,Low
940,941,25,Male,Single,Bandung,S2,11,48.3,Marketing,13.3,73.4,11,11351,High
941,942,42,Female,Divorced,Surabaya,D3,8,39.1,Sales,,65.2,11.4,7315,Low
942,943,40,Male,Divorced,Surabaya,D3,12,43.1,Sales,9.4,70.6,13.8,10284,High
943,944,34,Other,Single,Bandung,S1,13,44,IT,8.2,78.6,16.3,9596,High
944,945,50,Male,Single,Bandung,S1,16,39.5,Sales,12.5,78.3,9.9,13023,High
945,946,26,Female,Married,Bandung,SMA,10,43.9,HR,,77.5,15.9,10715,High
946,947,,Male,Married,Bandung,D3,,37,Marketing,,74.4,12.8,13419,High
947,948,29,Male,Divorced,Bandung,D3,15,37.9,Finance,6.6,83.6,6.7,11459,High
948,949,35,Female,Single,Surabaya,SMA,6,33.4,Finance,,72.4,8.8,6308,Low
949,950,37,Female,Single,Surabaya,SMA,,41.2,IT,,88.9,13.1,13058,High
950,951,33,Male,Married,Bandung,SMA,12,41.6,Finance,,56.5,6.5,8808,Low
951,952,38,Male,Married,Bandung,S1,6,45.9,HR,6.8,81.6,14.4,8340,Low
952,953,25,Female,Married,Surabaya,SMA,18,44,HR,8.8,79.9,10.8,13215,High
953,954,47,Female,Married,Bandung,SMA,20,38.6,IT,,68.3,11.9,12498,High
954,955,34,Male,Married,Surabaya,SMA,10,34.1,Finance,4.2,71.4,17.2,7006,Low
955,956,44,Female,Single,Surabaya,S1,7,42.2,Sales,6.6,79.6,11.8,8351,Low
956,957,38,Male,Married,Surabaya,S1,9,45.6,Sales,,84.2,10.4,9929,High
957,958,39,Female,Single,Surabaya,D3,14,43.8,Marketing,6.2,57.5,9.6,9844,High
958,959,,Female,Married,Jakarta,D3,16,45.4,IT,9,81.3,9.3,12694,High
959,960,39,Male,Divorced,Bandung,S2,13,38.9,,15.8,70.4,11.6,10782,High
960,961,40,Female,Married,Bandung,SMA,11,37.7,Sales,9.9,86.3,16.8,8683,Low
961,962,46,Male,Single,Bandung,SMA,17,36.3,,,56.6,6.9,13371,High
962,963,37,Male,Married,Surabaya,SMA,8,39.7,Sales,,99.5,,7627,Low
963,964,41,Female,Single,Surabaya,SMA,15,39.6,Marketing,,66.1,16.4,9744,High
964,965,34,Male,Single,Surabaya,D3,9,41,IT,,89.3,7.2,8409,Low
965,966,,Female,Married,Bandung,S2,12,39.4,HR,9.3,74.3,11.1,11303,High
966,967,30,Male,Married,Surabaya,S1,9,39.3,HR,14,150,7,8088,Low
